Date,Close
1988-06-01,100
1988-06-02,99.55
1988-06-03,100.02
1988-06-06,100.35
1988-06-07,99.85
1988-06-08,101.53
1988-06-09,101.33
1988-06-10,101.83
1988-06-13,101.99
1988-06-14,102.91
1988-06-15,103.03
1988-06-16,101.49
1988-06-17,102.27
1988-06-20,101.81
1988-06-21,102.71
1988-06-22,103.61
1988-06-23,103.44
1988-06-24,103.34
1988-06-27,102.12
1988-06-28,103.08
1988-06-29,102.81
1988-06-30,103.56
1988-07-01,103.25
1988-07-05,104.45
1988-07-06,103.56
1988-07-07,103.48
1988-07-08,102.92
1988-07-11,103.26
1988-07-12,102.3
1988-07-13,102.86
1988-07-14,103.23
1988-07-15,103.95
1988-07-18,103.37
1988-07-19,102.68
1988-07-20,103.14
1988-07-21,102.17
1988-07-22,101.28
1988-07-25,101.75
1988-07-26,102.05
1988-07-27,101.14
1988-07-28,102.4
1988-07-29,104.29
1988-08-01,104.45
1988-08-02,104.57
1988-08-03,104.86
1988-08-04,104.65
1988-08-05,104.5
1988-08-08,104.18
1988-08-09,103.02
1988-08-10,101.31
1988-08-11,101.64
1988-08-12,101.59
1988-08-15,100.17
1988-08-16,100.91
1988-08-17,100.99
1988-08-18,101.1
1988-08-19,100.81
1988-08-22,99.98
1988-08-23,100.05
1988-08-24,101.41
1988-08-25,100.84
1988-08-26,101.1
1988-08-29,102.03
1988-08-30,102.18
1988-08-31,101.88
1988-09-01,100.86
1988-09-02,102.89
1988-09-06,103.37
1988-09-07,103.54
1988-09-08,103.62
1988-09-09,103.98
1988-09-12,104.01
1988-09-13,104.31
1988-09-14,104.84
1988-09-15,104.69
1988-09-16,105.75
1988-09-19,105.16
1988-09-20,105.53
1988-09-21,105.71
1988-09-22,105.39
1988-09-23,105.61
1988-09-26,105.47
1988-09-27,105.32
1988-09-28,105.61
1988-09-29,106.76
1988-09-30,106.63
1988-10-03,106.57
1988-10-04,106.35
1988-10-05,106.8
1988-10-06,106.96
1988-10-07,108.46
1988-10-10,108.6
