Date,Close
1991-03-04,153.5
1991-08-07,163.67
1994-09-27,234.31
1997-02-03,343.44
1997-11-18,406.31
2001-01-12,697.96
2004-03-16,694.53
2007-01-03,923.6
2007-01-04,925.1
2007-01-05,921.33
2007-01-08,924.05
2007-01-09,923.72
2007-01-10,925.29
2007-01-11,929.75
2007-01-12,932.79
2007-01-16,933.97
2007-01-17,934.33
2007-01-18,933.7
2007-01-19,936.08
2007-01-22,934.55
2007-01-23,936.4
2007-01-24,939.68
2007-01-25,935.14
2007-01-26,935.17
2007-01-29,934.97
2007-01-30,937.85
2007-01-31,941.03
2007-02-01,942.69
2007-02-02,943.65
2007-02-05,944.04
2007-02-06,944.6
2007-02-07,945.23
2007-02-08,945.43
2007-02-09,944.3
2007-02-12,944.03
2007-02-13,946.66
2007-02-14,947.32
2007-02-15,947.69
2007-02-16,948.2
2007-02-20,950.06
2007-02-21,949.93
2007-02-22,949.93
2007-02-23,949.01
2007-02-26,949.05
2007-02-27,921.6
2007-02-28,928.29
2007-03-01,926.27
2007-03-02,916.09
2007-03-05,908.42
2007-03-06,922.05
2007-03-07,919.94
2007-03-08,926.82
2007-03-09,927.29
2007-03-12,930.34
2007-03-13,911.32
2007-03-14,917.61
2007-03-15,920.59
2007-03-16,920.64
2007-03-19,926.08
2007-03-20,929.22
2007-03-21,933.28
2007-03-22,933.18
2007-03-23,933.51
2007-03-26,934.42
2007-03-27,933.74
2007-03-28,931.47
2007-03-29,932.27
2007-03-30,932.75
2007-04-02,934.56
2007-04-03,936.39
2007-04-04,937.13
2007-04-05,937.74
2007-04-09,938.49
2007-04-10,938.96
2007-04-11,938.92
2007-04-12,939.41
2007-04-13,939.66
2007-04-16,940.19
2007-04-17,940.39
2007-04-18,940.59
2007-04-19,940.79
2007-04-20,941.75
2007-04-23,941.51
2007-04-24,941.54
2007-04-25,944.48
2007-04-26,945.16
2007-04-27,945.75
2007-04-30,942.96
2007-05-01,944.51
2007-05-02,947.13
2007-05-03,948.49
2007-05-04,949.33
2007-05-07,950.47
2007-05-08,950.71
2007-05-09,951.68
2007-05-10,949.49
2007-05-11,952.14
2007-05-14,952.41
2007-05-15,952.87
2007-05-16,953.88
2007-05-17,954.22
2007-05-18,955.42
2007-05-21,956.54
2007-05-22,956.76
2007-05-23,956.6
2007-05-24,952.51
2007-05-25,956.15
2007-05-29,957.71
2007-05-30,960.94
2007-05-31,961.1
2007-06-01,962.56
2007-06-04,963.58
2007-06-05,962.98
2007-06-06,960.16
2007-06-07,949.94
2007-06-08,958.31
2007-06-11,960.13
2007-06-12,953.01
2007-06-13,963.69
2007-06-14,966.96
2007-06-15,966.63
2007-06-18,966.47
2007-06-19,966.21
2007-06-20,960.7
2007-06-21,965.06
2007-06-22,956.91
2007-06-25,955.05
2007-06-26,952.23
2007-06-27,960.7
2007-06-28,960.44
2007-06-29,958.9
2007-07-02,967.63
2007-07-03,970.26
2007-07-05,971.1
2007-07-06,973.51
2007-07-09,974.82
2007-07-10,965.39
2007-07-11,970.08
2007-07-12,979.35
2007-07-13,981.11
2007-07-16,981.95
2007-07-17,982.83
2007-07-18,982.99
2007-07-19,984.42
2007-07-20,983.3
2007-07-23,986.76
2007-07-24,976.16
2007-07-25,979.3
2007-07-26,963.12
2007-07-27,947.86
2007-07-30,958.17
2007-07-31,946.16
2007-08-01,953.99
2007-08-02,958.63
2007-08-03,932.86
2007-08-06,956.09
2007-08-07,961.63
2007-08-08,974.03
2007-08-09,947.94
2007-08-10,947.81
2007-08-13,948.01
2007-08-14,930.07
2007-08-15,917.41
2007-08-16,922.44
2007-08-17,949.43
2007-08-20,953.5
2007-08-21,955.56
2007-08-22,960.53
2007-08-23,961.63
