Date,全體等權,恒指類:公用,恒指類:地產,恒指類:工商,恒指類:金融,行業:公用,行業:原材料,行業:地產,行業:工業,行業:必需消費,行業:科技,行業:能源,行業:通訊/互聯網,行業:醫療,行業:金融,行業:非必需消費,風格:低波,風格:動量,風格:大市值,風格:高息,2800.HK
2013-12-31,1.229478,1.342375,1.280623,1.188395,1.167224,1.342375,0.449195,1.299438,1.293953,0.964933,0.454011,1.079129,1.827263,,1.167224,0.467335,1.251139,1.096908,1.049010,1.484678,1.176963
2014-01-02,1.227994,1.341022,1.285478,1.186210,1.163559,1.341022,0.444203,1.304039,1.288233,0.965505,0.454011,1.061702,1.841098,,1.163559,0.479870,1.252732,1.103270,1.039516,1.473170,1.179477
2014-01-03,1.201548,1.312676,1.256114,1.162029,1.136498,1.312676,0.437546,1.275035,1.262676,0.947360,0.454011,1.028105,1.797133,,1.136498,0.481806,1.228000,1.085932,1.013670,1.438373,1.154381
2014-01-06,1.189699,1.302904,1.243960,1.150944,1.123393,1.302904,0.432554,1.259428,1.245428,0.942700,0.454011,1.017030,1.786096,,1.123393,0.484160,1.222254,1.077190,1.001236,1.420385,1.146851
2014-01-07,1.186755,1.292782,1.238033,1.150753,1.118992,1.292782,0.429245,1.251301,1.244630,0.945716,0.454011,1.014557,1.782342,,1.118992,0.491969,1.219418,1.077787,0.999321,1.423718,1.149359
2014-01-08,1.197869,1.299651,1.255717,1.157909,1.134978,1.299651,0.435882,1.271003,1.250667,0.946961,0.454011,1.020305,1.800836,,1.134978,0.492685,1.224206,1.091786,1.008596,1.438111,1.164418
2014-01-09,1.191362,1.306845,1.266510,1.148240,1.121078,1.306845,0.434218,1.286796,1.237262,0.938476,0.454011,1.008113,1.771539,,1.121078,0.490701,1.217339,1.082461,0.999858,1.424085,1.151866
2014-01-10,1.199257,1.328849,1.281428,1.154418,1.123595,1.328849,0.430890,1.306926,1.248229,0.939105,0.454011,1.013647,1.780245,,1.123595,0.486232,1.225569,1.085945,1.009457,1.439173,1.156888
2014-01-13,1.200740,1.331709,1.279111,1.157428,1.123567,1.331709,0.460844,1.304118,1.245738,0.941023,0.454011,1.016663,1.776061,,1.123567,0.484522,1.221567,1.085003,1.010022,1.442883,1.159396
2014-01-14,1.197095,1.332128,1.280967,1.150961,1.121574,1.332128,0.450859,1.306457,1.239461,0.925630,0.454011,1.018125,1.763388,,1.121574,0.485464,1.217911,1.081897,1.011503,1.440505,1.154381
2014-01-15,1.199153,1.331472,1.276137,1.152751,1.128708,1.331472,0.452524,1.302197,1.235210,0.927478,0.454011,1.022383,1.779921,,1.128708,0.485158,1.217798,1.088593,1.012935,1.442744,1.159396
2014-01-16,1.198248,1.328813,1.278938,1.149422,1.131278,1.328813,0.462508,1.301069,1.236890,0.927447,0.454011,1.012452,1.773840,,1.131278,0.481097,1.220063,1.090790,1.008161,1.436471,1.164418
2014-01-17,1.205490,1.342300,1.288977,1.158249,1.131259,1.342300,0.469165,1.313604,1.246822,0.930365,0.454011,1.021514,1.783629,,1.131259,0.483502,1.229188,1.102607,1.013743,1.439014,1.171948
2014-01-20,1.193458,1.332505,1.274107,1.148786,1.115698,1.332505,0.462508,1.299474,1.236983,0.920847,0.454011,1.018745,1.755760,,1.115698,0.480640,1.219512,1.087885,1.008740,1.427929,1.159396
2014-01-21,1.201459,1.335750,1.279826,1.154177,1.131176,1.335750,0.472493,1.306367,1.242392,0.929976,0.454011,1.014234,1.762443,,1.131176,0.484435,1.225502,1.095853,1.013778,1.450829,1.164418
2014-01-22,1.206681,1.341481,1.293211,1.157069,1.136067,1.341481,0.480814,1.320721,1.249340,0.925596,0.454011,1.015859,1.785571,,1.136067,0.474175,1.228712,1.093431,1.016044,1.459411,1.166925
2014-01-23,1.190328,1.349506,1.264670,1.143560,1.114305,1.349506,0.484142,1.290541,1.235000,0.919038,0.454011,0.998290,1.761334,,1.114305,0.471504,1.222811,1.079398,1.001990,1.424051,1.151866
2014-01-24,1.178018,1.332396,1.259204,1.130635,1.101696,1.332396,0.485806,1.280540,1.224936,0.907394,0.454011,0.990114,1.734665,,1.101696,0.462654,1.207399,1.055677,0.994629,1.413142,1.134307
2014-01-27,1.152189,1.316171,1.233462,1.103059,1.078272,1.316171,0.469165,1.250939,1.201624,0.876642,0.454011,0.967291,1.697603,,1.078272,0.454151,1.191743,1.027960,0.975004,1.384168,1.111718
2014-01-28,1.145686,1.301989,1.226485,1.097735,1.072363,1.301989,0.467501,1.242910,1.192051,0.872148,0.454011,0.961517,1.707673,,1.072363,0.452476,1.182488,1.023910,0.968382,1.382468,1.111718
2014-01-29,1.149216,1.291436,1.215750,1.101999,1.086307,1.291436,0.464172,1.233898,1.195029,0.879973,0.454011,0.956901,1.751458,,1.086307,0.449507,1.180354,1.043814,0.970784,1.394338,1.119248
2014-01-30,1.144264,1.276401,1.210474,1.101557,1.075662,1.276401,0.464172,1.228118,1.193891,0.880766,0.454011,0.952813,1.760943,,1.075662,0.450870,1.170102,1.041979,0.965920,1.385637,1.114225
2014-02-04,1.117442,1.278841,1.191655,1.069070,1.048741,1.278841,0.444203,1.203811,1.160823,0.862553,0.454011,0.923559,1.699866,,1.048741,0.439233,1.155566,1.011373,0.943176,1.348573,1.084114
2014-02-05,1.111726,1.264323,1.178104,1.066408,1.044172,1.264323,0.450859,1.190291,1.156552,0.866586,0.454011,0.926648,1.702281,,1.044172,0.422557,1.147677,1.004437,0.939285,1.342909,1.076585
2014-02-06,1.122645,1.267920,1.189338,1.081625,1.047559,1.267920,0.455852,1.202622,1.161502,0.869693,0.454011,0.946153,1.709489,,1.047559,0.451871,1.151823,1.019047,0.951448,1.361062,1.084114
2014-02-07,1.134093,1.277874,1.204694,1.094748,1.053086,1.277874,0.462508,1.221002,1.180268,0.874195,0.454011,0.960789,1.746663,,1.053086,0.441970,1.160223,1.025685,0.962467,1.374205,1.094151
2014-02-10,1.128578,1.274655,1.190507,1.089942,1.050657,1.274655,0.462508,1.204702,1.176921,0.862821,0.454011,0.959675,1.754664,,1.050657,0.439173,1.162442,1.024109,0.959971,1.364769,1.091644
2014-02-11,1.147982,1.293606,1.211145,1.104802,1.077337,1.293606,0.465837,1.223798,1.185011,0.886353,0.454011,0.978409,1.766754,,1.077337,0.444752,1.175326,1.037275,0.979152,1.386857,1.111718
2014-02-12,1.165470,1.305771,1.246428,1.119213,1.091438,1.305771,0.467501,1.264705,1.205544,0.883336,0.454011,0.993065,1.773100,,1.091438,0.453562,1.187345,1.050181,0.989684,1.409153,1.129285
2014-02-13,1.159334,1.310029,1.236409,1.114124,1.082593,1.310029,0.467501,1.250955,1.212408,0.893303,0.454011,0.969537,1.761378,,1.082593,0.448899,1.184041,1.040053,0.974324,1.388726,1.121755
2014-02-14,1.165346,1.318637,1.238731,1.120957,1.087798,1.318637,0.470829,1.253264,1.217346,0.895799,0.454011,0.977933,1.780429,,1.087798,0.452689,1.191111,1.047968,0.982447,1.400717,1.131792
2014-02-17,1.175268,1.319753,1.239142,1.129825,1.107129,1.319753,0.482478,1.257914,1.219889,0.901286,0.454011,0.993412,1.813857,,1.107129,0.442563,1.195251,1.053707,0.992110,1.419684,1.136814
2014-02-18,1.175733,1.325225,1.237626,1.128840,1.110130,1.325225,0.477485,1.255926,1.220507,0.906558,0.454011,0.985621,1.810640,,1.110130,0.445211,1.194691,1.059979,0.986012,1.412124,1.141829
2014-02-19,1.179307,1.315750,1.242097,1.131485,1.118831,1.315750,0.477485,1.261171,1.222688,0.911867,0.454011,0.983913,1.804326,,1.118831,0.451658,1.197866,1.071482,0.985250,1.417372,1.144344
2014-02-20,1.170275,1.314926,1.231860,1.126537,1.100130,1.314926,0.485806,1.254248,1.215996,0.895090,0.454011,0.995388,1.763244,,1.100130,0.449425,1.189680,1.056101,0.982119,1.412246,1.134307
2014-02-21,1.178040,1.324978,1.242093,1.137276,1.099189,1.324978,0.485806,1.261491,1.232092,0.905699,0.454011,0.997619,1.795010,,1.099189,0.455242,1.201172,1.065956,0.989497,1.413970,1.141829
2014-02-24,1.163808,1.318588,1.216072,1.123619,1.089044,1.318588,0.479150,1.229303,1.223562,0.895818,0.454011,0.986605,1.778735,,1.089044,0.448299,1.191842,1.055680,0.980111,1.399012,1.131792
2014-02-25,1.162131,1.321767,1.218691,1.121665,1.084140,1.321767,0.470829,1.230658,1.220254,0.886691,0.454011,0.988234,1.776740,,1.084140,0.456908,1.190537,1.054145,0.980587,1.397133,1.131792
2014-02-26,1.170416,1.336051,1.225195,1.133285,1.084331,1.336051,0.464172,1.235682,1.232302,0.895744,0.454011,1.000525,1.799011,,1.084331,0.467729,1.196893,1.065356,0.986774,1.398875,1.136814
2014-02-27,1.187860,1.351954,1.234059,1.155661,1.095994,1.351954,0.470829,1.243759,1.261047,0.916939,0.454011,1.019816,1.836716,,1.095994,0.472618,1.209994,1.082974,1.004096,1.420938,1.156888
2014-02-28,1.186656,1.343477,1.240454,1.155121,1.091403,1.343477,0.462508,1.254551,1.254072,0.915385,0.454011,1.016054,1.849420,,1.091403,0.476633,1.205696,1.089947,0.998903,1.415417,1.154381
2014-03-03,1.170238,1.337513,1.213487,1.140802,1.074783,1.337513,0.460844,1.229217,1.239525,0.898046,0.454011,0.998793,1.834253,,1.074783,0.475289,1.195620,1.072314,0.985925,1.396210,1.139322
2014-03-04,1.175688,1.339534,1.221785,1.146496,1.078773,1.339534,0.459180,1.233869,1.241924,0.904328,0.454011,1.008558,1.846991,,1.078773,0.481170,1.199275,1.077451,0.989096,1.400830,1.146851
2014-03-05,1.166995,1.330057,1.213348,1.137214,1.071920,1.330057,0.452524,1.218621,1.241950,0.893802,0.454011,0.991804,1.839279,,1.071920,0.486182,1.192889,1.079491,0.981116,1.386550,1.144344
2014-03-06,1.177153,1.341059,1.232711,1.148730,1.073284,1.341059,0.459180,1.237829,1.267699,0.893825,0.454011,0.997321,1.858037,,1.073284,0.486223,1.198448,1.085905,0.986793,1.390814,1.149359
2014-03-07,1.175170,1.334136,1.229850,1.146601,1.073647,1.334136,0.452524,1.234582,1.272889,0.890532,0.454011,1.001779,1.839429,,1.073647,0.479021,1.197183,1.081639,0.989296,1.390146,1.149359
2014-03-10,1.155223,1.324368,1.206248,1.123781,1.059745,1.324368,0.447531,1.209498,1.249485,0.876400,0.454011,0.981785,1.783678,,1.059745,0.470492,1.182252,1.065911,0.974086,1.368834,1.126777
2014-03-11,1.155285,1.327515,1.203981,1.125236,1.057460,1.327515,0.447531,1.207751,1.249041,0.885273,0.454011,0.972277,1.785479,,1.057460,0.478858,1.186151,1.069731,0.970351,1.369235,1.126777
2014-03-12,1.140306,1.316129,1.187958,1.109285,1.044967,1.316129,0.437546,1.190730,1.236249,0.885648,0.454011,0.954537,1.737432,,1.044967,0.468754,1.176967,1.059069,0.954278,1.348593,1.114225
2014-03-13,1.134395,1.308204,1.170311,1.106819,1.039832,1.308204,0.435882,1.175656,1.243991,0.889023,0.454011,0.948718,1.715474,,1.039832,0.459209,1.173626,1.051720,0.951723,1.345755,1.106696
2014-03-14,1.125880,1.301377,1.168515,1.094732,1.034631,1.301377,0.432554,1.154351,1.241532,0.871940,0.454011,0.960846,1.688705,,1.034631,0.451015,1.167912,1.035483,0.955523,1.350835,1.096659
2014-03-17,1.123184,1.314059,1.164705,1.089710,1.032901,1.314059,0.435882,1.140893,1.234589,0.876045,0.454011,0.965721,1.663734,,1.032901,0.450233,1.164186,1.028944,0.955860,1.350140,1.091644
2014-03-18,1.125099,1.334970,1.162859,1.089812,1.034967,1.334970,0.434218,1.142991,1.229033,0.864160,0.454011,0.964667,1.705977,,1.034967,0.449158,1.170108,1.028374,0.955428,1.349451,1.096659
2014-03-19,1.129803,1.330900,1.167651,1.097475,1.035885,1.330900,0.440875,1.145771,1.242452,0.874787,0.454011,0.974053,1.690933,,1.035885,0.450950,1.165309,1.039299,0.961196,1.352132,1.096659
2014-03-20,1.112780,1.324357,1.150331,1.080045,1.018065,1.324357,0.434218,1.123648,1.229021,0.860898,0.454011,0.963762,1.666138,,1.018065,0.436616,1.149702,1.015491,0.948338,1.331676,1.076585
2014-03-21,1.128341,1.324597,1.188097,1.092459,1.030505,1.324597,0.444203,1.153347,1.239685,0.869251,0.454011,1.000357,1.665848,,1.030505,0.430253,1.152750,1.016728,0.970107,1.364766,1.091644
2014-03-24,1.148241,1.333605,1.204315,1.112710,1.053410,1.333605,0.437546,1.176108,1.253639,0.872203,0.454011,1.026648,1.726913,,1.053410,0.439988,1.166326,1.031902,0.987040,1.390075,1.111718
2014-03-25,1.147240,1.335066,1.210111,1.108987,1.053377,1.335066,0.430890,1.184753,1.256070,0.873454,0.454011,1.020587,1.700031,,1.053377,0.433403,1.172631,1.022754,0.985887,1.399130,1.106696
2014-03-26,1.153209,1.348877,1.217894,1.106827,1.071816,1.348877,0.434218,1.178189,1.257316,0.876606,0.454011,1.029278,1.701791,,1.071816,0.426848,1.181546,1.024986,0.996672,1.411854,1.114225
2014-03-27,1.156848,1.365616,1.222148,1.111440,1.069091,1.365616,0.427581,1.185875,1.278796,0.873808,0.454011,1.034231,1.686892,,1.069091,0.422322,1.183489,1.011233,0.992426,1.408584,1.109211
2014-03-28,1.170046,1.370211,1.236032,1.126810,1.079037,1.370211,0.442539,1.200799,1.280406,0.904623,0.454011,1.043113,1.725037,,1.079037,0.422591,1.187720,1.021119,0.996986,1.421690,1.121755
2014-03-31,1.177061,1.380494,1.255393,1.130613,1.084190,1.380494,0.444203,1.219758,1.284814,0.908204,0.454011,1.040087,1.737796,,1.084190,0.424615,1.194753,1.022607,0.998435,1.437127,1.124262
2014-04-01,1.189495,1.397096,1.266906,1.145945,1.089234,1.397096,0.447531,1.236826,1.290209,0.920563,0.454011,1.041598,1.769243,,1.089234,0.448240,1.204493,1.043339,1.001094,1.444034,1.141829
2014-04-02,1.199543,1.384892,1.313692,1.152852,1.091005,1.384892,0.449195,1.283473,1.307141,0.923206,0.454011,1.037755,1.762044,,1.091005,0.452500,1.217860,1.045878,0.997153,1.449374,1.141829
2014-04-03,1.203299,1.403803,1.301125,1.156168,1.099647,1.403803,0.462508,1.273761,1.307120,0.918816,0.454011,1.046699,1.745103,,1.099647,0.460411,1.226017,1.042909,1.002235,1.458878,1.144344
2014-04-04,1.202394,1.397971,1.295984,1.153975,1.105052,1.397971,0.465837,1.268983,1.299140,0.919163,0.454011,1.054765,1.730774,,1.105052,0.455543,1.231593,1.036371,1.007921,1.462221,1.141829
2014-04-07,1.201011,1.404576,1.298196,1.149553,1.105605,1.404576,0.465837,1.268836,1.291851,0.922402,0.454011,1.062468,1.721814,,1.105605,0.439358,1.227546,1.024343,1.010935,1.468110,1.134307
2014-04-08,1.215307,1.432182,1.313853,1.159546,1.122959,1.432182,0.469165,1.284825,1.309293,0.925515,0.454011,1.077336,1.738965,,1.122959,0.432448,1.236525,1.033453,1.029310,1.490786,1.149359
2014-04-09,1.228676,1.440824,1.327057,1.175472,1.131601,1.440824,0.475821,1.298655,1.320954,0.945662,0.454011,1.085442,1.768667,,1.131601,0.442752,1.247309,1.053139,1.040485,1.501787,1.161911
2014-04-10,1.241426,1.456881,1.322888,1.199650,1.128648,1.456881,0.525725,1.292303,1.345797,0.956481,0.454011,1.093891,1.834330,,1.128648,0.455511,1.254883,1.077877,1.044516,1.501654,1.179477
2014-04-11,1.235901,1.450367,1.320959,1.190621,1.128745,1.450367,0.524061,1.294697,1.345397,0.952627,0.454011,1.085086,1.782202,,1.128745,0.443836,1.267121,1.063094,1.035277,1.500915,1.166925
2014-04-14,1.241244,1.456813,1.321104,1.197936,1.132302,1.456813,0.510748,1.300692,1.355132,0.964806,0.454011,1.088885,1.779978,,1.132302,0.447138,1.273895,1.070639,1.040237,1.509320,1.169433
2014-04-15,1.221877,1.451489,1.299780,1.178473,1.111630,1.451489,0.497455,1.275868,1.336740,0.950541,0.454011,1.063930,1.750430,,1.111630,0.449505,1.259012,1.053106,1.022952,1.484891,1.149359
2014-04-16,1.216726,1.445897,1.290030,1.171976,1.112135,1.445897,0.489134,1.264544,1.331674,0.947650,0.454011,1.061718,1.743543,,1.112135,0.442606,1.259732,1.051923,1.021592,1.476761,1.154381
2014-04-17,1.219012,1.445060,1.297644,1.173441,1.113834,1.445060,0.494127,1.272299,1.323844,0.944077,0.454011,1.066299,1.749420,,1.113834,0.450432,1.258328,1.053248,1.022920,1.484053,1.156888
2014-04-22,1.213300,1.410137,1.289818,1.172415,1.108582,1.410137,0.485806,1.265840,1.320326,0.937270,0.454011,1.073708,1.749723,,1.108582,0.452076,1.258018,1.056478,1.024256,1.482005,1.156888
2014-04-23,1.202197,1.415922,1.269875,1.163521,1.093918,1.415922,0.485806,1.248441,1.313662,0.930738,0.454011,1.055536,1.721717,,1.093918,0.457298,1.246158,1.051160,1.010981,1.463167,1.144344
2014-04-24,1.205593,1.411416,1.272727,1.168116,1.097228,1.411416,0.487470,1.247669,1.319350,0.930679,0.454011,1.058639,1.745265,,1.097228,0.462393,1.245325,1.057863,1.012680,1.464083,1.146851
2014-04-25,1.187641,1.389981,1.249602,1.151379,1.082010,1.389981,0.480814,1.223295,1.304198,0.917279,0.454011,1.042060,1.721749,,1.082010,0.455439,1.224702,1.040189,0.994102,1.440641,1.126777
2014-04-28,1.185715,1.394388,1.246105,1.150298,1.077635,1.394388,0.489134,1.223188,1.300719,0.916143,0.454011,1.045050,1.730724,,1.077635,0.440829,1.233546,1.026278,0.997890,1.446394,1.126777
2014-04-29,1.204746,1.420410,1.275394,1.163938,1.098243,1.420410,0.482478,1.250534,1.311267,0.932869,0.454011,1.055245,1.795399,,1.098243,0.436717,1.256876,1.033598,1.010202,1.465387,1.144458
2014-04-30,1.189959,1.409609,1.262353,1.148694,1.083355,1.409609,0.460844,1.239593,1.291384,0.918671,0.454011,1.048582,1.804144,,1.083355,0.420559,1.248102,1.009106,1.000843,1.451399,1.124247
2014-05-02,1.194015,1.414261,1.266205,1.152106,1.088328,1.414261,0.472493,1.242433,1.299334,0.921678,0.454011,1.054027,1.803314,,1.088328,0.413263,1.254022,1.013420,1.008113,1.458565,1.134352
2014-05-05,1.182300,1.394973,1.250629,1.140755,1.080982,1.394973,0.470829,1.223170,1.282543,0.909172,0.454011,1.042606,1.813923,,1.080982,0.412460,1.242932,1.005661,0.997885,1.447472,1.119195
2014-05-07,1.171786,1.392779,1.221931,1.133901,1.071640,1.392779,0.462508,1.194218,1.279784,0.910090,0.454011,1.033220,1.807563,,1.071640,0.407254,1.238937,0.996222,0.988911,1.433924,1.109089
2014-05-08,1.175356,1.395118,1.216115,1.138479,1.078540,1.395118,0.459180,1.183162,1.280175,0.925593,0.454011,1.053133,1.846154,,1.078540,0.388948,1.244189,0.992956,0.998865,1.438685,1.114142
2014-05-09,1.174133,1.394404,1.218637,1.135095,1.079431,1.394404,0.464172,1.187012,1.277626,0.909133,0.454011,1.051038,1.830734,,1.079431,0.394652,1.244011,0.991598,0.996985,1.438791,1.116672
2014-05-12,1.195478,1.419782,1.251096,1.154564,1.095559,1.419782,0.465837,1.217800,1.301363,0.919915,0.454011,1.072265,1.869158,,1.095559,0.400260,1.268458,1.015325,1.018147,1.468262,1.139405
2014-05-13,1.203104,1.419669,1.282561,1.160708,1.094455,1.419669,0.470829,1.247432,1.311183,0.920685,0.454011,1.082082,1.867454,,1.094455,0.399031,1.271584,1.021601,1.021928,1.471939,1.141935
2014-05-14,1.217438,1.437273,1.311095,1.172171,1.104767,1.437273,0.475821,1.279185,1.320899,0.926712,0.454011,1.092249,1.879198,,1.104767,0.403968,1.279685,1.027485,1.033345,1.496470,1.154563
2014-05-15,1.218355,1.437945,1.309204,1.173243,1.106887,1.437945,0.472493,1.277872,1.324416,0.926608,0.454011,1.085585,1.903893,,1.106887,0.403773,1.285316,1.035760,1.032522,1.498521,1.159615
2014-05-16,1.214689,1.433272,1.307173,1.168269,1.105471,1.433272,0.470829,1.275819,1.317515,0.913103,0.454011,1.082559,1.910014,,1.105471,0.405200,1.285693,1.035331,1.028074,1.497623,1.157093
2014-05-19,1.210104,1.439593,1.296289,1.163085,1.102745,1.439593,0.467501,1.263655,1.317069,0.913178,0.454011,1.081368,1.891922,,1.102745,0.396883,1.285530,1.027689,1.025828,1.494312,1.157093
2014-05-20,1.210338,1.454012,1.290320,1.162541,1.103911,1.454012,0.465837,1.258421,1.318610,0.902692,0.454011,1.079145,1.909341,,1.103911,0.399684,1.293637,1.030791,1.022743,1.496142,1.164668
2014-05-21,1.213722,1.452020,1.298056,1.165860,1.106285,1.452020,0.462508,1.260492,1.321378,0.908024,0.454011,1.089704,1.919066,,1.106285,0.399502,1.295574,1.033521,1.029938,1.502717,1.169721
2014-05-22,1.221832,1.456705,1.296365,1.174810,1.118387,1.456705,0.465837,1.264067,1.321726,0.914284,0.454011,1.101679,1.926795,,1.118387,0.407714,1.295192,1.041881,1.038310,1.516763,1.174773
2014-05-23,1.228199,1.466561,1.319224,1.179190,1.118209,1.466561,0.470829,1.290469,1.329438,0.921818,0.454011,1.099660,1.907156,,1.118209,0.407165,1.295159,1.040711,1.038210,1.521464,1.177303
2014-05-26,1.228776,1.470901,1.322367,1.178252,1.119318,1.470901,0.474157,1.299630,1.329110,0.916000,0.454011,1.094112,1.901861,,1.119318,0.406157,1.297697,1.041358,1.035841,1.529063,1.177303
2014-05-27,1.227302,1.465361,1.325263,1.175740,1.118790,1.465361,0.465837,1.296391,1.333721,0.913328,0.454011,1.091938,1.909057,,1.118790,0.404076,1.303137,1.040764,1.034774,1.520981,1.177303
2014-05-28,1.233166,1.468660,1.329561,1.178428,1.132083,1.468660,0.465837,1.300984,1.338197,0.907683,0.454011,1.103471,1.922533,,1.132083,0.398859,1.307103,1.043620,1.043033,1.535463,1.187409
2014-05-29,1.229619,1.466534,1.342301,1.168151,1.133100,1.466534,0.462508,1.309555,1.328404,0.897586,0.454011,1.098812,1.891082,,1.133100,0.396234,1.313159,1.037665,1.038480,1.535544,1.182356
2014-05-30,1.233567,1.468936,1.351683,1.169765,1.138992,1.468936,0.460844,1.321688,1.321517,0.904014,0.454011,1.098332,1.901316,,1.138992,0.396985,1.317802,1.041748,1.040052,1.550618,1.187409
2014-06-03,1.245236,1.493522,1.363701,1.179518,1.149838,1.493522,0.469165,1.330670,1.337814,0.907626,0.454011,1.110023,1.930117,,1.149838,0.393133,1.328024,1.047996,1.049030,1.562990,1.194984
2014-06-04,1.238516,1.490398,1.339213,1.174744,1.148198,1.490398,0.469165,1.308102,1.338718,0.901812,0.454011,1.106061,1.900466,,1.148198,0.393471,1.327957,1.044978,1.049962,1.558177,1.189931
2014-06-05,1.239872,1.485797,1.358174,1.172141,1.149604,1.485797,0.465837,1.330659,1.335376,0.894624,0.454011,1.106115,1.885676,,1.149604,0.391454,1.324668,1.040068,1.045567,1.557365,1.189931
2014-06-06,1.231320,1.468812,1.345456,1.166079,1.141229,1.468812,0.467501,1.322605,1.324966,0.883522,0.454011,1.103656,1.878337,,1.141229,0.388976,1.313724,1.034112,1.039691,1.546958,1.182356
2014-06-09,1.239891,1.472022,1.351712,1.175626,1.149906,1.472022,0.474157,1.328440,1.340001,0.893548,0.454011,1.111562,1.903962,,1.149906,0.383096,1.319808,1.039709,1.048391,1.559801,1.187409
2014-06-10,1.248491,1.485588,1.348219,1.185186,1.161018,1.485588,0.475821,1.327034,1.343369,0.902102,0.454011,1.127665,1.940958,,1.161018,0.380662,1.328282,1.046748,1.058963,1.571983,1.197514
2014-06-11,1.243458,1.472139,1.337902,1.180729,1.160476,1.472139,0.480814,1.315954,1.335253,0.890933,0.454011,1.119976,1.944002,,1.160476,0.387790,1.315886,1.051827,1.053868,1.564996,1.197514
2014-06-12,1.243200,1.471980,1.340032,1.181171,1.157452,1.471980,0.480814,1.319314,1.332177,0.890960,0.454011,1.122265,1.948460,,1.157452,0.387447,1.317333,1.048915,1.053687,1.563055,1.197514
2014-06-13,1.250668,1.482404,1.349626,1.187636,1.164398,1.482404,0.474157,1.330545,1.349151,0.888410,0.454011,1.129885,1.960078,,1.164398,0.385927,1.325278,1.053963,1.061412,1.587266,1.205097
2014-06-16,1.251543,1.492412,1.358142,1.185325,1.164933,1.492412,0.474157,1.339768,1.345628,0.877493,0.454011,1.130588,1.963151,,1.164933,0.386619,1.325061,1.054009,1.059705,1.582442,1.205097
2014-06-17,1.248069,1.487649,1.354545,1.183754,1.158249,1.487649,0.469165,1.333596,1.346969,0.877970,0.454011,1.131039,1.956887,,1.158249,0.385998,1.322932,1.048938,1.058059,1.579391,1.200036
2014-06-18,1.245121,1.481896,1.351445,1.181568,1.154843,1.481896,0.467501,1.332183,1.345963,0.868144,0.454011,1.132234,1.965258,,1.154843,0.383180,1.320577,1.050345,1.058303,1.577910,1.200036
2014-06-19,1.243417,1.476568,1.346836,1.180814,1.153935,1.476568,0.467501,1.325130,1.344371,0.870505,0.454011,1.134291,1.961273,,1.153935,0.382838,1.319896,1.052141,1.058422,1.579691,1.200036
2014-06-20,1.245770,1.480794,1.343108,1.184770,1.155618,1.480794,0.470829,1.324367,1.345325,0.881993,0.454011,1.135360,1.957797,,1.155618,0.382457,1.319673,1.051049,1.058041,1.580344,1.202566
2014-06-23,1.224099,1.457804,1.316548,1.165861,1.133008,1.457804,0.460844,1.298256,1.326479,0.867358,0.454011,1.115591,1.920840,,1.133008,0.378931,1.300692,1.034402,1.039201,1.549444,1.179826
2014-06-24,1.228954,1.472415,1.315711,1.169952,1.139409,1.472415,0.467501,1.295831,1.334561,0.872389,0.454011,1.111099,1.925839,,1.139409,0.383332,1.307950,1.039582,1.042294,1.555517,1.184879
2014-06-25,1.228615,1.480404,1.317581,1.169416,1.135936,1.480404,0.462508,1.294472,1.337052,0.875543,0.454011,1.109537,1.925159,,1.135936,0.383146,1.308872,1.039933,1.040974,1.554082,1.184879
2014-06-26,1.246849,1.509381,1.332434,1.189686,1.147499,1.509381,0.464172,1.310018,1.351984,0.896256,0.454011,1.129260,1.968112,,1.147499,0.392590,1.321991,1.057481,1.056157,1.575680,1.202566
2014-06-27,1.248350,1.520195,1.333750,1.191082,1.146626,1.520195,0.464172,1.309705,1.356178,0.897196,0.454011,1.129272,1.966995,,1.146626,0.394857,1.325465,1.061133,1.057450,1.578036,1.200036
2014-06-30,1.248398,1.513805,1.332693,1.193473,1.144323,1.513805,0.462508,1.307814,1.355873,0.904103,0.454011,1.129345,1.967934,,1.144323,0.399750,1.320118,1.063368,1.055814,1.572737,1.200036
2014-07-02,1.272095,1.530727,1.365855,1.214691,1.167746,1.530727,0.462508,1.336936,1.379076,0.913515,0.454011,1.145356,2.018166,,1.167746,0.415396,1.343558,1.086862,1.073749,1.603664,1.225307
2014-07-03,1.272682,1.526730,1.368256,1.212706,1.173522,1.526730,0.462508,1.341546,1.377660,0.906345,0.454011,1.142973,2.025934,,1.173522,0.412530,1.340554,1.087302,1.075841,1.606388,1.222777
2014-07-04,1.274027,1.513786,1.379208,1.213324,1.174926,1.513786,0.462508,1.349470,1.378661,0.907624,0.454011,1.137284,2.014864,,1.174926,0.422956,1.336408,1.091150,1.072086,1.604931,1.225307
2014-07-07,1.276061,1.515403,1.386008,1.214377,1.176249,1.515403,0.462508,1.357319,1.388687,0.907373,0.454011,1.133122,2.020270,,1.176249,0.416087,1.338265,1.094650,1.069217,1.603268,1.225307
2014-07-08,1.276634,1.532031,1.384583,1.212905,1.177290,1.532031,0.462508,1.354318,1.386746,0.907216,0.454011,1.137305,2.033138,,1.177290,0.407083,1.340955,1.092659,1.073009,1.603368,1.222777
2014-07-09,1.257882,1.507216,1.355569,1.197406,1.160841,1.507216,0.462508,1.328440,1.370362,0.893448,0.454011,1.128338,2.005642,,1.160841,0.396591,1.323174,1.075177,1.061187,1.573983,1.205097
