Date,全體等權,行業:公用,行業:原材料,行業:地產,行業:工業,行業:必需消費,行業:科技,行業:能源,行業:通訊/互聯網,行業:醫療,行業:金融,行業:非必需消費,風格:低波,風格:動量,風格:大市值,風格:高息,1321.T
2010-08-05,1.021205,0.983206,1.040167,1.056586,1.028201,1.035160,1.007763,0.855131,0.988396,1.021658,1.009211,1.006747,1.012533,,,1.038742,1.009414
2010-08-06,1.024583,0.984001,1.037482,1.082210,1.032959,1.044636,1.010568,0.857143,0.990013,1.017428,1.012835,1.010036,1.016171,,,1.044764,1.012552
2010-08-09,1.019968,0.989187,1.039219,1.074735,1.025848,1.035765,0.995211,0.852113,0.992986,1.016098,1.014163,1.005100,1.018081,,,1.041674,1.003138
2010-08-10,1.016728,0.982946,1.031111,1.059023,1.024108,1.034654,0.988664,0.863179,0.991993,1.013140,1.014708,1.003356,1.012101,,,1.042945,1.000000
2010-08-11,0.989242,0.977706,0.998264,1.037532,0.995217,1.013693,0.956063,0.829980,0.970528,0.992471,0.987189,0.975359,0.996941,,,1.014609,0.974895
2010-08-12,0.979426,0.984682,0.983817,1.026134,0.986677,1.005403,0.945288,0.830986,0.953937,0.985900,0.972653,0.967167,0.996549,,,1.002742,0.965481
2010-08-13,0.984752,0.983190,0.987898,1.020794,0.990564,1.014927,0.953135,0.825956,0.959724,0.993054,0.976586,0.976441,1.002818,,,1.007164,0.972803
2010-08-16,0.980409,0.989300,0.986159,1.032940,0.983058,1.016644,0.936514,0.796781,0.963048,0.998615,0.975065,0.970018,1.007314,,,1.011139,0.963389
2010-08-17,0.976863,0.994671,0.978085,1.046859,0.981813,1.014424,0.930332,0.761569,0.963513,0.992732,0.967272,0.966014,1.009414,,,1.007178,0.962343
2010-08-18,0.986232,0.994882,0.988838,1.064807,0.992400,1.016765,0.934052,0.796781,0.970169,0.999041,0.982590,0.975495,1.013666,,,1.016943,0.968619
2010-08-19,0.996717,0.988296,1.000376,1.085558,1.003128,1.019851,0.952869,0.813883,0.981890,0.999568,0.992256,0.987659,1.012639,,,1.024910,0.983264
2010-08-20,0.975551,0.982551,0.973375,1.064848,0.980748,1.002869,0.937850,0.801811,0.968954,0.977777,0.969462,0.965395,0.997818,,,1.006462,0.961297
2010-08-23,0.968844,0.985861,0.964042,1.055838,0.972708,1.000640,0.926810,0.805835,0.969188,0.975552,0.968050,0.956599,0.997668,,,1.005088,0.953975
2010-08-24,0.956240,0.989532,0.948446,1.048109,0.957360,0.997940,0.906981,0.783702,0.959786,0.979362,0.957493,0.941679,0.998609,,,1.001987,0.940377
2010-08-25,0.941872,0.986240,0.931195,1.034014,0.942553,0.982669,0.894265,0.767606,0.947930,0.968799,0.940498,0.928444,0.989384,,,0.987070,0.925732
2010-08-26,0.946680,0.987996,0.935736,1.030689,0.947337,0.982652,0.903285,0.772636,0.955727,0.974759,0.946096,0.933690,0.992318,,,0.988196,0.932008
2010-08-27,0.958580,0.996069,0.945831,1.041712,0.961123,0.989859,0.919171,0.781690,0.958832,0.981685,0.950320,0.951866,1.000350,,,0.998008,0.942469
2010-08-30,0.974474,1.000523,0.963786,1.061183,0.978269,1.009910,0.939625,0.786720,0.974803,0.997151,0.960059,0.963667,1.012230,,,1.015519,0.957113
2010-08-31,0.940128,0.995159,0.923223,1.025280,0.942627,0.982597,0.899600,0.764588,0.943726,0.966933,0.923567,0.932126,0.992532,,,0.985371,0.923640
2010-09-01,0.951305,1.005275,0.935630,1.052145,0.955912,0.988677,0.906512,0.782696,0.954611,0.976766,0.932761,0.941493,1.001240,,,0.992180,0.937238
2010-09-02,0.964961,1.006437,0.947893,1.053795,0.972792,1.002826,0.919670,0.805835,0.964588,0.991686,0.940397,0.956816,1.011072,,,1.008700,0.947699
2010-09-03,0.972242,1.007242,0.958747,1.068230,0.980587,1.000211,0.935459,0.825956,0.975656,0.995035,0.943934,0.961359,1.011289,,,1.014693,0.955021
2010-09-06,0.993338,1.016797,0.982066,1.083032,1.006316,1.009085,0.958758,0.825956,0.984223,1.008625,0.967353,0.982921,1.019681,,,1.030321,0.973849
2010-09-07,0.986229,1.017298,0.977404,1.083472,1.000046,0.997964,0.948211,0.819920,0.977789,1.002534,0.961317,0.972120,1.013680,,,1.022582,0.967573
2010-09-08,0.965904,1.011493,0.955214,1.061403,0.978084,0.990210,0.920083,0.812877,0.964294,0.988084,0.939274,0.950078,1.007298,,,1.003069,0.946653
2010-09-09,0.973873,1.010169,0.967852,1.047950,0.987657,0.996461,0.927650,0.812877,0.971430,0.993147,0.946949,0.957515,1.010507,,,1.012931,0.952929
2010-09-10,0.984241,1.006729,0.980295,1.049144,0.998661,1.010036,0.946448,0.821932,0.982810,1.001624,0.947811,0.967482,1.014590,,,1.022694,0.967573
2010-09-13,0.993692,1.001144,0.994544,1.057695,1.009243,1.012217,0.957311,0.840040,0.990405,1.007665,0.959807,0.975048,1.013373,,,1.029666,0.978033
2010-09-14,0.989974,0.995717,0.991066,1.044947,1.005063,1.010355,0.955045,0.827968,0.988896,1.002825,0.959663,0.970286,1.008056,,,1.026212,0.978033
2010-09-16,1.006880,0.984724,1.011282,1.055360,1.023692,1.016895,0.987497,0.796781,0.996738,1.010735,0.956206,1.000383,1.005116,,,1.035659,0.995816
2010-09-17,1.019251,0.984059,1.027104,1.060536,1.036640,1.027876,1.001814,0.803823,1.009546,1.015155,0.971081,1.012499,1.009641,,,1.047933,1.011506
2010-09-21,1.014156,0.987753,1.018648,1.065255,1.029462,1.026058,0.997623,0.813883,1.000126,1.018586,0.969097,1.005559,1.009324,,,1.046102,1.006276
2010-09-22,1.010401,0.983107,1.011577,1.077191,1.025578,1.023783,0.990373,0.816901,0.997581,1.026581,0.966630,0.998954,1.010042,,,1.047170,1.004184
2010-09-24,0.998851,0.967310,0.993747,1.077899,1.012497,1.022126,0.973809,0.803823,0.991213,1.022231,0.949947,0.992659,1.004112,,,1.036389,0.992678
2010-09-27,1.009758,0.979519,1.005814,1.094947,1.026562,1.030425,0.990888,0.822938,0.996941,1.027348,0.942080,1.005813,1.012701,,,1.041113,1.006276
2010-09-28,1.008791,0.975702,1.006768,1.101052,1.028607,1.027443,0.982393,0.810776,0.987016,1.018543,0.937206,1.008608,1.009462,,,1.036967,1.001046
2010-09-29,1.016162,0.952722,1.020072,1.098269,1.036493,1.033920,0.992032,0.826992,0.985658,1.025861,0.942196,1.018179,1.008031,,,1.042621,1.010460
2010-09-30,0.994465,0.931401,0.993951,1.080818,1.014491,1.015314,0.968469,0.796587,0.971646,1.006253,0.915848,1.000859,0.988798,,,1.021883,0.990586
2010-10-01,0.994213,0.934193,0.989671,1.101289,1.011822,1.016636,0.968195,0.816857,0.966593,1.017186,0.915406,1.001732,0.991919,,,1.018286,0.990586
2010-10-04,0.988230,0.914126,0.988614,1.094413,1.006441,1.013175,0.965473,0.819897,0.950906,1.007267,0.893380,1.001980,0.978900,,,1.001104,0.988494
2010-10-05,1.000411,0.920852,0.998374,1.115826,1.018559,1.013429,0.979146,0.818884,0.970245,1.017425,0.920423,1.011740,0.988199,,,1.017479,1.006276
2010-10-06,1.023519,0.919029,1.034695,1.166231,1.043905,1.021293,0.997620,0.840167,0.984632,1.026900,0.952282,1.029165,0.997611,,,1.038157,1.021967
2010-10-07,1.026369,0.910605,1.032646,1.190212,1.046695,1.024574,0.994279,0.858409,0.982235,1.030249,0.965219,1.033669,0.996199,,,1.039847,1.020921
2010-10-08,1.019647,0.901435,1.024822,1.190793,1.040180,1.003948,0.986598,0.889827,0.965111,1.021781,0.968078,1.030757,0.985551,,,1.035607,1.012552
2010-10-12,0.998073,0.875587,1.000167,1.172403,1.020332,0.974733,0.962458,0.878678,0.939346,1.007636,0.954978,1.007888,0.962061,,,1.011502,0.992678
2010-10-13,0.997213,0.868826,1.004757,1.164932,1.019782,0.974928,0.960693,0.884759,0.947271,1.005734,0.940335,1.008771,0.962402,,,1.005199,0.993724
2010-10-14,1.015583,0.881244,1.025386,1.208399,1.038831,0.980247,0.979525,0.921244,0.961695,1.015279,0.964018,1.027517,0.970062,,,1.015957,1.011506
2010-10-15,1.004052,0.877009,1.018107,1.190381,1.028021,0.964253,0.972663,0.917190,0.953640,1.009990,0.931359,1.018524,0.963032,,,0.999066,1.005230
2010-10-18,1.005936,0.899449,1.013733,1.184228,1.028685,0.971744,0.976876,0.916177,0.959902,1.014441,0.932181,1.020642,0.972728,,,1.002194,1.001046
2010-10-19,1.011517,0.908938,1.017303,1.188046,1.032811,0.978428,0.984022,0.906042,0.961595,1.024929,0.943301,1.025867,0.979433,,,1.009456,1.005230
2010-10-20,0.997042,0.903517,1.001319,1.168327,1.016551,0.968533,0.976160,0.875638,0.950301,1.004798,0.934499,1.008158,0.968483,,,0.998557,0.989540
2010-10-21,0.994082,0.903108,0.996282,1.168684,1.010938,0.968072,0.974097,0.879692,0.953624,1.008169,0.928527,1.007828,0.965582,,,0.996451,0.989540
2010-10-22,1.000695,0.900587,1.006277,1.181246,1.019016,0.973353,0.988023,0.873611,0.955776,1.005656,0.934548,1.010457,0.966933,,,1.000196,0.995816
2010-10-25,0.997750,0.890112,1.009541,1.171983,1.016704,0.972647,0.980454,0.879692,0.957644,0.993841,0.931326,1.005471,0.962143,,,0.997838,0.993724
2010-10-26,0.995051,0.898671,1.005245,1.178729,1.012104,0.974230,0.979101,0.887800,0.957381,0.991605,0.924152,1.003285,0.964730,,,0.996495,0.989540
2010-10-27,0.993629,0.889981,0.996068,1.173199,1.010237,0.974514,0.988419,0.884759,0.963894,0.982973,0.914516,1.010782,0.959503,,,0.993050,0.992678
2010-10-28,0.986923,0.893871,0.984028,1.156202,1.005624,0.966896,0.989010,0.873611,0.956109,0.973651,0.907542,1.002457,0.956472,,,0.988219,0.988494
2010-10-29,0.976701,0.921916,0.974515,1.133216,0.995471,0.949389,0.957981,0.848274,0.954133,0.970638,0.909349,0.990254,0.957025,,,0.989759,0.970711
2010-11-01,0.971343,0.914253,0.973590,1.128385,0.992928,0.943924,0.947103,0.845234,0.948110,0.969398,0.894248,0.982489,0.950515,,,0.983759,0.967573
2010-11-02,0.969965,0.910521,0.972144,1.133835,0.989593,0.946494,0.935306,0.850301,0.947140,0.974984,0.895181,0.984349,0.950730,,,0.985610,0.967573
2010-11-04,0.986887,0.913580,0.989874,1.154319,1.007944,0.955731,0.952760,0.872598,0.967758,0.984428,0.908191,1.006648,0.956192,,,0.996679,0.988494
2010-11-05,1.012329,0.915522,1.016574,1.187958,1.037318,0.968423,0.988317,0.892867,0.991626,1.005994,0.923254,1.034415,0.968895,,,1.017421,1.017782
2010-11-08,1.021269,0.916513,1.024012,1.198272,1.050679,0.970550,1.005462,0.893881,0.998317,1.006216,0.918142,1.048029,0.971577,,,1.020638,1.025105
2010-11-09,1.017700,0.921881,1.020548,1.199188,1.044914,0.966797,0.996216,0.874625,1.007451,1.002654,0.925558,1.040725,0.971321,,,1.018756,1.021967
2010-11-10,1.030109,0.927722,1.026564,1.194671,1.055892,0.982144,1.010526,0.877665,1.025165,1.008045,0.951498,1.056673,0.979911,,,1.041926,1.036611
2010-11-11,1.035016,0.921582,1.026249,1.181078,1.061699,0.987024,1.019656,0.885773,1.021807,1.007262,0.968078,1.064229,0.977988,,,1.050412,1.039749
2010-11-12,1.023944,0.919878,1.019548,1.176429,1.044436,0.984077,0.998981,0.874625,1.018763,1.002832,0.960024,1.054113,0.973818,,,1.039920,1.027197
2010-11-15,1.030728,0.922853,1.021779,1.175010,1.052892,0.990199,1.017214,0.877665,1.023178,1.014713,0.952727,1.064850,0.978215,,,1.046569,1.037657
2010-11-16,1.024966,0.910943,1.015739,1.173041,1.045169,0.985780,1.011095,0.859423,1.019754,1.010672,0.947528,1.062712,0.968912,,,1.042641,1.031381
2010-11-17,1.026013,0.915155,1.014333,1.166184,1.043341,0.989928,1.010677,0.859423,1.020220,1.015511,0.952364,1.068674,0.971454,,,1.044023,1.037657
2010-11-18,1.051465,0.919949,1.043796,1.194071,1.067081,1.013890,1.034584,0.875638,1.047987,1.037759,0.994682,1.089494,0.989077,,,1.075448,1.052301
2010-11-19,1.052741,0.917727,1.042781,1.189649,1.064732,1.015574,1.035576,0.875638,1.050704,1.044723,1.003508,1.095635,0.989093,,,1.079032,1.060669
2010-11-22,1.062869,0.916441,1.055936,1.193057,1.077683,1.018316,1.052378,0.907056,1.054032,1.052959,1.005288,1.106240,0.990716,,,1.084353,1.066946
2010-11-24,1.051954,0.912084,1.042885,1.181927,1.068739,1.006763,1.035269,0.887800,1.052002,1.041534,0.994690,1.094103,0.980490,,,1.070896,1.060669
2010-11-25,1.058969,0.907610,1.052613,1.191207,1.078418,1.003096,1.049815,0.889827,1.048763,1.039455,0.992690,1.107196,0.978004,,,1.071896,1.063808
2010-11-26,1.054474,0.912768,1.049737,1.171117,1.075184,1.002289,1.048696,0.882732,1.050270,1.033958,0.980587,1.098445,0.977636,,,1.068105,1.061715
2010-11-29,1.065692,0.917594,1.064976,1.187383,1.089018,1.007509,1.058118,0.889827,1.051769,1.043538,0.991447,1.107916,0.985319,,,1.079638,1.069038
2010-11-30,1.045890,0.915456,1.041808,1.167234,1.069555,0.991451,1.037850,0.872598,1.035875,1.026630,0.970520,1.084396,0.973458,,,1.063260,1.050209
2010-12-01,1.052147,0.921237,1.053885,1.167207,1.075098,0.995232,1.036029,0.877665,1.048478,1.030119,0.976768,1.092616,0.977228,,,1.067569,1.056485
2010-12-02,1.070412,0.916295,1.073527,1.192979,1.096306,1.006110,1.059703,0.887800,1.062322,1.039460,0.992451,1.113443,0.981806,,,1.080258,1.072176
2010-12-03,1.072197,0.920692,1.074853,1.192532,1.098878,1.006187,1.063268,0.889827,1.062621,1.043479,0.992948,1.114069,0.981387,,,1.083045,1.075314
2010-12-06,1.074746,0.921269,1.085839,1.199991,1.101931,1.001613,1.060479,0.890840,1.066516,1.039554,0.997839,1.114241,0.981027,,,1.084760,1.073222
2010-12-07,1.072442,0.928155,1.085029,1.200790,1.100384,0.999993,1.057423,0.891854,1.068796,1.034032,0.993013,1.107995,0.981564,,,1.083621,1.071130
2010-12-08,1.082572,0.930741,1.098728,1.209745,1.112128,1.008563,1.062702,0.897934,1.085389,1.043227,0.995476,1.119760,0.989488,,,1.091987,1.079498
2010-12-09,1.086463,0.922402,1.097756,1.216307,1.113260,1.012971,1.066775,0.920231,1.089931,1.045931,1.018330,1.123976,0.990947,,,1.101284,1.084728
2010-12-10,1.080456,0.919991,1.091789,1.213892,1.103842,1.020570,1.055500,0.924285,1.089691,1.044481,1.021511,1.110568,0.989429,,,1.104444,1.079498
2010-12-13,1.092183,0.923941,1.110768,1.220269,1.115835,1.024088,1.071157,0.948608,1.091382,1.049671,1.041500,1.118450,0.993650,,,1.116497,1.085774
2010-12-14,1.099100,0.928982,1.119577,1.233974,1.123556,1.024482,1.076307,0.972931,1.091772,1.055727,1.050035,1.125853,0.994893,,,1.122177,1.087866
2010-12-15,1.099293,0.924836,1.121226,1.238056,1.124702,1.021667,1.072976,0.959756,1.102785,1.059108,1.049520,1.123705,0.992726,,,1.124310,1.087866
2010-12-16,1.101972,0.924542,1.123808,1.246708,1.127168,1.028551,1.067237,0.960770,1.101675,1.061263,1.061317,1.124910,0.994437,,,1.130560,1.087866
2010-12-17,1.101953,0.922285,1.124186,1.250778,1.124452,1.026744,1.073025,0.964823,1.095260,1.062576,1.066778,1.125505,0.991669,,,1.131202,1.086820
2010-12-20,1.091858,0.920906,1.112958,1.244644,1.112222,1.021214,1.060160,0.957729,1.092636,1.055065,1.054119,1.116486,0.986240,,,1.122716,1.079498
2010-12-21,1.104137,0.925342,1.123523,1.256564,1.126327,1.033821,1.073414,0.956716,1.106388,1.065953,1.064846,1.128801,0.993743,,,1.131983,1.093096
2010-12-22,1.103063,0.923169,1.128740,1.274497,1.121645,1.029314,1.075823,0.957729,1.099129,1.058580,1.073171,1.124824,0.990165,,,1.132909,1.091004
2010-12-24,1.094856,0.923171,1.115760,1.274868,1.112895,1.024072,1.073441,0.986106,1.089750,1.052387,1.061571,1.114748,0.986395,,,1.126850,1.085774
2010-12-27,1.101539,0.919599,1.123967,1.277319,1.120207,1.028793,1.085097,0.994214,1.090657,1.059096,1.066737,1.121674,0.987978,,,1.129796,1.093096
2010-12-28,1.099251,0.918342,1.120767,1.277019,1.120413,1.024737,1.080011,0.976985,1.082971,1.054229,1.070281,1.116563,0.986541,,,1.130146,1.088912
2010-12-29,1.106494,0.926516,1.128865,1.283282,1.130123,1.030096,1.084013,0.980025,1.092666,1.058037,1.077696,1.121148,0.993052,,,1.138460,1.093096
2010-12-30,1.093575,0.918138,1.117488,1.266530,1.117751,1.019366,1.071110,0.963810,1.081380,1.047623,1.060864,1.105309,0.984028,,,1.125271,1.078452
2011-01-04,1.111638,0.921633,1.137208,1.280989,1.138857,1.028002,1.089292,1.002322,1.101094,1.056303,1.078485,1.126001,0.990100,,,1.137405,1.095188
2011-01-05,1.110922,0.922394,1.135075,1.286838,1.139473,1.025399,1.094170,0.998268,1.102450,1.050574,1.068573,1.127110,0.987947,,,1.133370,1.095188
2011-01-06,1.130036,0.923843,1.153228,1.305532,1.161133,1.032012,1.119188,1.006376,1.116547,1.060643,1.102327,1.145374,0.992251,,,1.147033,1.110879
2011-01-07,1.131484,0.920567,1.151929,1.306076,1.162784,1.035917,1.121350,0.989147,1.111308,1.061649,1.096643,1.154781,0.992488,,,1.145382,1.115063
2011-01-11,1.131619,0.920352,1.159246,1.294555,1.167716,1.032409,1.113929,0.985093,1.105449,1.055203,1.084438,1.156856,0.990716,,,1.141487,1.110879
2011-01-12,1.131513,0.919924,1.157980,1.323283,1.162917,1.036304,1.110452,0.977999,1.101307,1.053497,1.100030,1.155945,0.991189,,,1.145964,1.109833
2011-01-13,1.140916,0.919391,1.168771,1.352462,1.170261,1.050675,1.114646,0.998268,1.110472,1.057791,1.119763,1.163131,0.997054,,,1.159348,1.115063
2011-01-14,1.127705,0.915641,1.154386,1.330783,1.156796,1.037244,1.097279,0.987120,1.104394,1.043668,1.104801,1.153014,0.991423,,,1.149869,1.109833
2011-01-17,1.126722,0.914565,1.152136,1.326664,1.156536,1.041526,1.101128,0.984079,1.100180,1.043081,1.101013,1.148880,0.992645,,,1.147122,1.109833
2011-01-18,1.131758,0.918203,1.158994,1.341412,1.166028,1.040849,1.101733,1.025632,1.098404,1.039285,1.102898,1.152497,0.992710,,,1.150233,1.109833
2011-01-19,1.140548,0.916659,1.171231,1.362897,1.179635,1.040368,1.106060,1.060090,1.100386,1.040307,1.108705,1.160977,0.994177,,,1.152565,1.116109
2011-01-20,1.128789,0.916469,1.155279,1.343613,1.168606,1.037493,1.086971,1.041847,1.094857,1.038353,1.093406,1.146825,0.992918,,,1.145779,1.102510
2011-01-21,1.109592,0.922865,1.125763,1.323984,1.147703,1.025032,1.068490,1.008403,1.078974,1.039028,1.064981,1.129658,0.992146,,,1.135141,1.084728
2011-01-24,1.116794,0.924738,1.140802,1.337960,1.153984,1.031856,1.070088,1.031712,1.089141,1.049603,1.066051,1.135411,0.997788,,,1.141003,1.091004
2011-01-25,1.130289,0.931338,1.153536,1.343762,1.170723,1.037589,1.084795,1.066170,1.102740,1.052010,1.083690,1.149559,1.004239,,,1.154592,1.104603
2011-01-26,1.123306,0.925460,1.144248,1.332513,1.162821,1.034889,1.075207,1.051982,1.097679,1.039717,1.072032,1.150707,0.996870,,,1.146043,1.100418
2011-01-27,1.128817,0.926226,1.150511,1.334242,1.172837,1.041374,1.079479,1.080359,1.099245,1.037334,1.067598,1.156425,0.999307,,,1.149461,1.104603
2011-01-28,1.116707,0.918889,1.134702,1.308276,1.163207,1.029180,1.061987,1.060090,1.089356,1.029298,1.052411,1.147212,0.989692,,,1.135930,1.096234
2011-01-31,1.101997,0.922375,1.120769,1.284980,1.144951,1.018426,1.046058,1.066170,1.077708,1.026102,1.036177,1.130524,0.987568,,,1.124410,1.081590
2011-02-01,1.107682,0.925506,1.129741,1.294550,1.154193,1.018490,1.045632,1.090494,1.079959,1.035265,1.038425,1.132990,0.990083,,,1.125464,1.083682
2011-02-02,1.128125,0.932689,1.153552,1.325671,1.171663,1.026020,1.072407,1.110763,1.100577,1.044028,1.071038,1.157618,0.995878,,,1.143310,1.104603
2011-02-03,1.127225,0.939504,1.160823,1.315764,1.169059,1.025963,1.068605,1.106709,1.077325,1.045388,1.067531,1.159518,0.997363,,,1.137473,1.102510
2011-02-04,1.139284,0.944246,1.178168,1.327788,1.177019,1.047425,1.083478,1.090494,1.100895,1.061873,1.076469,1.167544,1.004815,,,1.145168,1.112971
2011-02-07,1.148038,0.948440,1.187565,1.336208,1.189283,1.047645,1.087242,1.098601,1.103424,1.066907,1.091421,1.176117,1.007298,,,1.149522,1.118201
2011-02-08,1.151996,0.945002,1.192055,1.340326,1.191581,1.051125,1.092639,1.100628,1.113741,1.067121,1.108371,1.176253,1.007765,,,1.160725,1.121339
2011-02-09,1.146626,0.951349,1.180076,1.314233,1.182237,1.055180,1.087658,1.076305,1.123999,1.070643,1.103510,1.173928,1.012356,,,1.160917,1.121339
2011-02-10,1.148875,0.954415,1.185988,1.329928,1.183278,1.056007,1.080546,1.104682,1.128532,1.071916,1.109408,1.175911,1.013612,,,1.167785,1.121339
2011-02-14,1.159458,0.958497,1.191713,1.368039,1.194472,1.060328,1.092351,1.143194,1.138328,1.074814,1.129755,1.186173,1.019393,,,1.177431,1.132845
2011-02-15,1.164268,0.961183,1.204232,1.356374,1.200254,1.059780,1.102669,1.153329,1.137857,1.075865,1.130242,1.188951,1.020207,,,1.174057,1.134937
2011-02-16,1.170627,0.959492,1.214685,1.370296,1.199942,1.063290,1.121975,1.139140,1.139417,1.075376,1.156170,1.193247,1.020429,,,1.181035,1.141213
2011-02-17,1.173741,0.972673,1.216356,1.382864,1.202548,1.066730,1.125667,1.173598,1.144467,1.077803,1.162233,1.191814,1.028763,,,1.193233,1.144351
2011-02-18,1.172756,0.973659,1.214396,1.362669,1.199428,1.066503,1.126469,1.189814,1.151508,1.087604,1.162133,1.190151,1.030001,,,1.197698,1.146444
2011-02-21,1.173282,0.971371,1.216319,1.370756,1.197310,1.070835,1.123943,1.210083,1.167058,1.080978,1.164361,1.191318,1.031340,,,1.199198,1.147490
2011-02-22,1.151932,0.974116,1.188893,1.345669,1.175248,1.063084,1.101343,1.195895,1.150321,1.071817,1.124510,1.170750,1.028444,,,1.182444,1.126569
2011-02-23,1.142008,0.971928,1.178863,1.338769,1.164916,1.053123,1.089820,1.147248,1.140416,1.062011,1.112720,1.163194,1.023911,,,1.171148,1.116109
2011-02-24,1.125327,0.963897,1.148973,1.318859,1.146869,1.048059,1.075398,1.167517,1.134696,1.054597,1.099564,1.144184,1.012008,,,1.160546,1.105649
2011-02-25,1.134372,0.960434,1.162102,1.330881,1.155478,1.058044,1.088323,1.171571,1.146634,1.055677,1.106269,1.153008,1.014372,,,1.165741,1.108787
2011-02-28,1.144943,0.958074,1.178239,1.338448,1.168534,1.057323,1.092081,1.157383,1.158474,1.060697,1.122302,1.165325,1.013713,,,1.171125,1.121339
2011-03-01,1.159134,0.963232,1.192292,1.348274,1.182319,1.068267,1.102107,1.167517,1.175784,1.069967,1.146025,1.182725,1.020198,,,1.182930,1.134937
2011-03-02,1.131204,0.953652,1.156350,1.302558,1.154419,1.046854,1.074819,1.161437,1.154663,1.050258,1.113551,1.155073,1.006467,,,1.161633,1.108787
2011-03-03,1.140722,0.954358,1.166198,1.307946,1.166771,1.055397,1.082685,1.161437,1.176430,1.058237,1.114567,1.164703,1.009631,,,1.166623,1.119247
